business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees
4434005,RUSIZI,Other Service Activities,INDIVIDUAL,2021,54,M,Primary,3,Business Partner,3045937,1188992,9269000,12203020,Fail,Increased,3
255649,GASABO,Other Service Activities,LIMITED LIABILITY COMPANY,2020,25,M,Primary,0,Personal Savings,275825,242623,213418,187728,Fail,Decreased,3
3499663,GASABO,Unclassified,PRIVATE CORPORATION,2021,48,M,PhD,1,Foreign Investment,15353555,15488740,10159982,8012905,Fail,Decreased,1
813101,GASABO,Other Service Activities,INDIVIDUAL,2021,64,F,Master's Degree,15,Personal Savings,1404192,1217611,1055822,915530,Fail,Decreased,3
3793673,GASABO,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2023,22,M,Secondary,0,Bank Loan,16458075,18029000,19749870,21634998,Success,Increased,10
50000000,KARONGI,Accommodation And Food Service Activities,COOPERATIVE,2021,49,M,Secondary,6,Microfinance,350031607,304810834,284951491,475858069,Success,Increased,7
35816369,RULINDO,Transportation And Storage,INDIVIDUAL,2022,32,M,Vocational/Technical,4,Bank Loan,0,39515357,67746768,114322659,Success,Increased,6
8432348,KICUKIRO,Other Service Activities,PRIVATE CORPORATION,2022,38,M,Master's Degree,10,Personal Savings,23410531,19658856,16508409,13862840,Fail,Decreased,9
849634,KICUKIRO,Financial And Insurance Activities,PARTNERSHIP,2022,34,F,PhD,0,Government Grant,2480033,2681969,2900348,3136508,Success,Increased,1
1207726,RUSIZI,Transportation And Storage,INDIVIDUAL,2021,39,M,Diploma,4,Bank Loan,8281869,9179350,10174088,11276623,Success,Increased,7
5991695,KICUKIRO,Activities Of Extraterritorial Organizations And Bodies,COOPERATIVE,2022,45,M,Bachelor's Degree,2,Business Partner,0,20191210,12727045,6287910,Success,Decreased,5
1154790,KAYONZA,Other Service Activities,INDIVIDUAL,2021,30,F,Master's Degree,1,Bank Loan,6704478,7120028,7561334,8029993,Success,Increased,3
50000,NYAGATARE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,45,F,Master's Degree,3,Venture Capital,92625416,49151602,38850,52800,Fail,Decreased,3
50000,GASABO,Other Service Activities,INDIVIDUAL,2022,53,F,PhD,7,Personal Savings,0,162761,167218,40620,Fail,Decreased,1
50000000,HUYE,Unclassified,COOPERATIVE,2022,47,M,Vocational/Technical,4,Bank Loan,0,184410121,108350893,67381262,Success,Decreased,5
33069788,NGORORERO,Transportation And Storage,COOPERATIVE,2021,21,F,Secondary,1,Business Partner,9072938,6702464,11831730,55799271,Success,Increased,4
50000,NYAMASHEKE,Accommodation And Food Service Activities,INDIVIDUAL,2022,24,M,Certificate/Diploma,2,Family/Friends,0,2009202,1455543,69500,Fail,Decreased,1
863845,KAMONYI,Transportation And Storage,INDIVIDUAL,2021,47,F,Diploma,18,Foreign Investment,946354,820450,711297,616665,Fail,Decreased,4
50000,NYARUGENGE,Accommodation And Food Service Activities,INDIVIDUAL,2020,39,M,Secondary,1,Foreign Investment,98591,113628,130959,150933,Success,Increased,2
17820592,NYANZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,39,F,Vocational/Technical,3,Foreign Investment,6221315,17261557,12092695,40778619,Success,Increased,2
2781167,NYARUGENGE,Accommodation And Food Service Activities,PARTNERSHIP,2022,25,M,Master's Degree,0,Angel Investment,1749452,1717687,1686499,1655877,Fail,Stable,1
175304,MUSANZE,Education,INDIVIDUAL,2020,33,F,Bachelor's Degree,4,Bank Loan,336500,321133,306468,292473,Fail,Stable,5
166273,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,48,F,PhD,0,Family/Friends,0,1571654,1977203,397857,Fail,Decreased,2
2245056,KAYONZA,Other Service Activities,LIMITED LIABILITY COMPANY,2023,55,M,Bachelor's Degree,10,Bank Loan,15418167,18656751,22575599,27317600,Success,Increased,7
330855,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,31,F,No Formal Education,0,Personal Savings,7450,180008,615300,899400,Fail,Increased,2
390281,KICUKIRO,Other Service Activities,INDIVIDUAL,2020,30,F,Primary,4,Personal Savings,2257841,2626664,3055735,3554895,Success,Increased,3
459345,GASABO,Financial And Insurance Activities,PARTNERSHIP,2021,30,F,Primary,4,Personal Savings,769330,815691,864846,916963,Success,Increased,1
488835,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PARTNERSHIP,2020,36,M,Secondary,5,Government Grant,789129,918510,1069104,1244388,Success,Increased,2
760647,NGOMA,Other Service Activities,PRIVATE CORPORATION,2023,39,M,Primary,6,Bank Loan,1055804,1060094,1064402,1068727,Fail,Stable,7
4933159,RUTSIRO,"Water Supply, Gas And Remediation Services",JOINT VENTURE,2021,38,F,Primary,4,Crowdfunding,4450441,10936972,4426388,7105524,Success,Increased,5
123221,MUHANGA,"Agriculture, Forestry And Fishing",INDIVIDUAL,2021,39,M,Bachelor's Degree,2,Business Partner,480098,594611,1517396,802042,Fail,Increased,1
50000000,HUYE,Real Estate Activities,INDIVIDUAL,2021,38,F,Secondary,1,Personal Savings,248960652,392520427,543253219,212048034,Success,Decreased,3
329605,RULINDO,"Electricity, Gas And Air Conditioning Supply",COOPERATIVE,2022,24,F,Bachelor's Degree,1,Bank Loan,0,834016,1643430,1894222,Fail,Increased,2
50000,NYARUGENGE,Other Service Activities,LIMITED LIABILITY COMPANY,2022,39,F,None,14,Personal Savings,22216,18223,14948,12261,Fail,Decreased,1
114305,NYARUGENGE,Manufacturing,PRIVATE CORPORATION,2021,27,F,Master's Degree,1,Crowdfunding,348947,418935,502961,603840,Success,Increased,3
10910842,KICUKIRO,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2022,26,F,Certificate/Diploma,2,Crowdfunding,0,5660327,16619917,17216561,Fail,Increased,1
50000,HUYE,Other Service Activities,INDIVIDUAL,2021,53,M,Primary,11,Personal Savings,24183,21752,19565,17598,Fail,Decreased,2
171074,GASABO,Other Service Activities,INDIVIDUAL,2023,31,F,Diploma,5,Foreign Investment,226558,234103,241899,249955,Fail,Stable,2
529472,MUSANZE,Administrative And Support Service Activities,INDIVIDUAL,2022,32,M,Bachelor's Degree,0,Microfinance,0,2433762,3518006,1978034,Fail,Decreased,2
2019992,NYAMAGABE,Activities Of Extraterritorial Organizations And Bodies,COOPERATIVE,2022,21,M,Secondary,0,Family/Friends,0,4026041,7539096,7356526,Fail,Increased,2
69213,RUSIZI,Other Service Activities,PARTNERSHIP,2022,28,F,Primary,0,Personal Savings,56266,55183,54121,53080,Fail,Stable,2
1257523,RUSIZI,Other Service Activities,LIMITED LIABILITY COMPANY,2023,49,M,Bachelor's Degree,11,Family/Friends,5582992,6524681,7625206,8911357,Success,Increased,10
563713,NYARUGENGE,Other Service Activities,COOPERATIVE,2021,51,M,Diploma,3,Family/Friends,242628,230333,218661,207580,Fail,Stable,1
6537457,KAMONYI,Administrative And Support Service Activities,COOPERATIVE,2021,40,M,Master's Degree,2,Government Grant,16606021,12851398,17988443,13063310,Success,Decreased,3
74494,NYAGATARE,Other Service Activities,INDIVIDUAL,2023,30,M,Bachelor's Degree,0,Personal Savings,27750,22312,17939,14423,Fail,Decreased,1
803184,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2021,31,F,Secondary,0,Bank Loan,3704148,3909398,4126021,4354647,Success,Increased,2
1452235,MUSANZE,"Professional, Scientific And Technical Activities",INDIVIDUAL,2022,59,M,Vocational/Technical,7,Microfinance,0,7886219,5903741,6958975,Fail,Decreased,1
1874001,KAYONZA,Unclassified,JOINT VENTURE,2022,21,M,Secondary,0,Bank Loan,0,2512272,4074563,4385977,Fail,Increased,2
519576,RWAMAGANA,Activities Of Extraterritorial Organizations And Bodies,COOPERATIVE,2021,51,M,Bachelor's Degree,2,Personal Savings,5975407,7473019,10527751,2591644,Fail,Decreased,2
298907,NYAMASHEKE,Accommodation And Food Service Activities,SOLE PROPRIETORSHIP,2024,45,M,Secondary,16,Personal Savings,701895,827550,975700,1150372,Success,Increased,3
154480,KICUKIRO,Information And Communication,PRIVATE CORPORATION,2024,35,F,Diploma,8,Personal Savings,550631,609420,674486,746499,Success,Increased,6
9961662,NGOMA,"Electricity, Gas And Air Conditioning Supply",INDIVIDUAL,2022,44,F,Bachelor's Degree,6,Crowdfunding,0,31200846,7493223,12937999,Success,Decreased,2
50000000,NYANZA,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,JOINT VENTURE,2022,34,F,Bachelor's Degree,2,Microfinance,0,83923059,206612254,175304670,Success,Increased,3
1991252,KARONGI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,24,F,Bachelor's Degree,2,Bank Loan,0,1389353,6948791,8701805,Fail,Increased,1
218771,NYABIHU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,39,F,No Formal Education,0,Venture Capital,0,996894,911882,1063600,Fail,Increased,1
1271564,GASABO,Other Service Activities,INDIVIDUAL,2020,47,F,Diploma,12,Family/Friends,1952122,2088344,2234072,2389969,Fail,Increased,3
13281083,GASABO,Other Service Activities,PRIVATE CORPORATION,2022,39,F,Secondary,4,Business Partner,0,500000,16594000,37998000,Success,Increased,1
902059,GATSIBO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2021,57,M,Diploma,14,Personal Savings,3393591,3597537,3813740,4042936,Success,Increased,4
137003,RUSIZI,Other Service Activities,PARTNERSHIP,2020,22,F,Diploma,0,Personal Savings,399532,433011,469295,508619,Success,Increased,2
1157669,NGOMA,Transportation And Storage,PRIVATE CORPORATION,2019,66,M,Bachelor's Degree,15,Bank Loan,6472767,7410240,8483491,9712185,Success,Increased,7
476708,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2020,22,F,Secondary,0,Personal Savings,75764,64983,55736,47805,Fail,Decreased,1
6872877,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,43,F,Master's Degree,3,Venture Capital,33110165,31883309,12411411,14603706,Fail,Decreased,2
608369,NYAGATARE,Other Service Activities,SOLE PROPRIETORSHIP,2019,49,F,Diploma,8,Personal Savings,145952,121966,101921,85171,Fail,Decreased,1
13252671,NGOMA,Unclassified,PRIVATE CORPORATION,2023,37,F,Bachelor's Degree,11,Personal Savings,18713330,16452069,14464052,12716260,Fail,Decreased,15
1878773,RUBAVU,Other Service Activities,INDIVIDUAL,2019,25,F,Bachelor's Degree,0,Bank Loan,4548072,4863842,5201535,5562674,Success,Increased,2
50000000,NYAMAGABE,Accommodation And Food Service Activities,COOPERATIVE,2021,33,F,Bachelor's Degree,0,Personal Savings,73754212,84896858,187402728,200001531,Success,Increased,4
230196,RUSIZI,Other Service Activities,INDIVIDUAL,2022,42,F,Vocational/Technical,1,Business Partner,0,837151,824309,703576,Fail,Decreased,1
208633,NYAGATARE,Other Service Activities,INDIVIDUAL,2022,21,F,PhD,1,Microfinance,0,1860219,1929791,2203996,Fail,Increased,1
5477390,NYARUGENGE,Human Health And Social Work Activities,JOINT VENTURE,2021,37,F,Bachelor's Degree,0,Government Grant,6667079,21196725,3882167,11215097,Fail,Increased,1
50000000,MUSANZE,Real Estate Activities,COOPERATIVE,2021,40,F,Secondary,3,Microfinance,306394548,169954356,121078340,201044221,Success,Decreased,9
1033055,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,29,M,PhD,0,Bank Loan,6695358,7419341,8221610,9110630,Success,Increased,7
931629,KIREHE,Other Service Activities,LIMITED LIABILITY COMPANY,2023,45,F,PhD,8,Bank Loan,870287,880751,891341,902058,Fail,Stable,6
1916173,GATSIBO,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,JOINT VENTURE,2021,41,F,Bachelor's Degree,1,Crowdfunding,3664092,3577704,7299049,3191497,Fail,Decreased,2
595240,NYARUGENGE,Manufacturing,PRIVATE CORPORATION,2021,33,M,Master's Degree,4,Bank Loan,353349,383437,416087,451518,Fail,Increased,1
10185061,NYARUGURU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,41,M,Bachelor's Degree,2,Bank Loan,30981470,35211452,83956993,66817405,Fail,Increased,1
705905,RWAMAGANA,Other Service Activities,INDIVIDUAL,2018,53,M,Diploma,11,Microfinance,378862,395139,412115,429820,Fail,Stable,2
801156,NGOMA,Other Service Activities,INDIVIDUAL,2022,41,F,Master's Degree,3,Bank Loan,3465755,3667479,3880944,4106834,Success,Increased,2
17616438,RULINDO,Transportation And Storage,INDIVIDUAL,2021,66,M,Secondary,3,Crowdfunding,51220350,41118891,40415649,58730458,Success,Increased,3
50000,GASABO,Other Service Activities,INDIVIDUAL,2022,55,M,Diploma,9,Personal Savings,129421,138819,148900,159713,Success,Increased,2
20620445,GASABO,"Agriculture, Forestry And Fishing",JOINT VENTURE,2022,46,F,Vocational/Technical,2,Venture Capital,0,17364368,38537653,33257219,Success,Increased,9
6528034,BURERA,Accommodation And Food Service Activities,COOPERATIVE,2022,29,M,Bachelor's Degree,3,Microfinance,0,21212993,16502207,18933410,Fail,Decreased,2
599477,RUSIZI,Information And Communication,LIMITED LIABILITY COMPANY,2022,55,F,Secondary,11,Bank Loan,3408380,3659823,3929816,4219727,Success,Increased,3
1921420,NGORORERO,Other Service Activities,INDIVIDUAL,2022,38,M,Bachelor's Degree,9,Bank Loan,1363081,1244532,1136293,1037468,Fail,Decreased,6
3176054,NGORORERO,Other Service Activities,PRIVATE CORPORATION,2022,37,F,Bachelor's Degree,5,Personal Savings,2305392,2528103,2772329,3040148,Fail,Increased,5
224648,KIREHE,Other Service Activities,INDIVIDUAL,2022,52,F,Primary,2,Crowdfunding,0,163687,364245,1100492,Fail,Increased,1
140471,MUSANZE,Public Administration And Defence; Compulsory Social Security,INDIVIDUAL,2022,21,F,Vocational/Technical,0,Inheritance,0,267181,904128,458373,Fail,Increased,1
4349432,NYARUGENGE,Financial And Insurance Activities,INDIVIDUAL,2024,43,F,Bachelor's Degree,17,Bank Loan,23381875,24756348,26211618,27752434,Success,Increased,6
35839545,GICUMBI,"Water Supply, Gas And Remediation Services",COOPERATIVE,2021,25,F,Secondary,2,Foreign Investment,70022040,50021106,134042194,79140606,Success,Increased,3
50000000,RULINDO,"Water Supply, Gas And Remediation Services",PRIVATE CORPORATION,2021,35,F,Master's Degree,0,Foreign Investment,431511756,487132378,159195807,518438981,Success,Increased,7
3391609,NYARUGENGE,Human Health And Social Work Activities,INDIVIDUAL,2022,32,M,Master's Degree,4,Bank Loan,0,18247219,22523315,9940835,Fail,Decreased,1
227542,GASABO,Other Service Activities,LIMITED LIABILITY COMPANY,2021,49,F,Master's Degree,12,Personal Savings,388729,470913,570473,691081,Success,Increased,2
431990,NGORORERO,Transportation And Storage,LIMITED LIABILITY COMPANY,2024,42,M,Diploma,1,Personal Savings,307526,317854,328529,339563,Fail,Stable,1
217909,BUGESERA,Other Service Activities,INDIVIDUAL,2022,26,M,Secondary,0,Personal Savings,815199,876721,942886,1014044,Success,Increased,3
413388,KARONGI,Other Service Activities,LIMITED LIABILITY COMPANY,2023,22,F,Primary,0,Family/Friends,555591,452215,368074,299588,Fail,Decreased,2
50000000,GATSIBO,"Arts, Entertainment And Recreation",PRIVATE CORPORATION,2022,50,F,Primary,4,Personal Savings,0,442799250,297589037,279991527,Success,Decreased,13
50000000,MUHANGA,Public Administration And Defence; Compulsory Social Security,PRIVATE CORPORATION,2021,70,M,Secondary,1,Inheritance,573993133,455942914,158949370,669652476,Success,Increased,13
542968,RUBAVU,Administrative And Support Service Activities,PRIVATE CORPORATION,2022,54,F,Secondary,11,Bank Loan,1616521,1763367,1923553,2098290,Success,Increased,1
50000,RUBAVU,Other Service Activities,INDIVIDUAL,2021,58,M,Primary,4,Microfinance,105511,81830,104639,74135,Fail,Decreased,2
50000000,BURERA,Real Estate Activities,PRIVATE CORPORATION,2022,43,M,Master's Degree,1,Inheritance,0,254440778,238472171,341005536,Success,Increased,7
50000000,NGOMA,Mining And Quarrying,COOPERATIVE,2022,41,M,Bachelor's Degree,1,Inheritance,0,2750358850,5675671739,2792112323,Success,Increased,9
116900,KAYONZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2020,53,F,Bachelor's Degree,11,Personal Savings,119299,128119,137591,147763,Success,Increased,1
174403,KICUKIRO,Administrative And Support Service Activities,INDIVIDUAL,2023,36,F,Secondary,8,Personal Savings,150101,149857,149613,149370,Fail,Stable,2
1822741,RUHANGO,Other Service Activities,JOINT VENTURE,2022,35,F,Bachelor's Degree,4,Family/Friends,0,8492097,26944004,6904672,Fail,Decreased,2
260004,NGORORERO,Activities of Mobile Money Agents,PRIVATE CORPORATION,2018,23,M,Secondary,0,Personal Savings,97230,90778,84754,79130,Fail,Decreased,3
359186,KIREHE,Other Service Activities,LIMITED LIABILITY COMPANY,2022,57,F,Diploma,16,Bank Loan,771497,959559,1193464,1484386,Success,Increased,1
50000000,MUSANZE,Real Estate Activities,JOINT VENTURE,2022,44,M,Primary,2,Business Partner,0,163641393,68436158,129179202,Success,Decreased,5
22538792,NYANZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,65,M,Vocational/Technical,4,Bank Loan,0,67656932,78715178,50921628,Success,Decreased,1
11594122,RULINDO,Construction,INDIVIDUAL,2022,44,M,Secondary,4,Family/Friends,0,81815426,66592967,41915049,Success,Decreased,4
7465741,KICUKIRO,"Professional, Scientific And Technical Activities",INDIVIDUAL,2022,41,F,Vocational/Technical,5,Inheritance,0,4194915,10930000,7920000,Fail,Increased,1
625086,KAYONZA,"Agriculture, Forestry And Fishing",COOPERATIVE,2021,37,M,Master's Degree,1,Foreign Investment,5905121,2295587,9841211,1677584,Fail,Decreased,3
31105018,NYAGATARE,Real Estate Activities,PRIVATE CORPORATION,2021,28,F,Bachelor's Degree,0,Foreign Investment,57329089,62075952,111812444,50896004,Success,Decreased,3
5801626,NYAGATARE,Transportation And Storage,COOPERATIVE,2022,34,F,Bachelor's Degree,2,Government Grant,0,55794883,44912000,31042673,Success,Decreased,5
188120,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PARTNERSHIP,2020,22,M,Diploma,0,Personal Savings,56979,51898,47270,43055,Fail,Decreased,1
13414130,MUSANZE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,55,M,No Formal Education,2,Bank Loan,2985508,19005609,51434321,43206023,Success,Increased,2
407008,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,21,F,Master's Degree,0,Crowdfunding,0,1840000,1950000,1344507,Fail,Decreased,2
1555111,KICUKIRO,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,42,F,No Formal Education,2,Venture Capital,1869244,3351017,3531560,2310130,Fail,Increased,1
50000000,NYANZA,Manufacturing,PRIVATE CORPORATION,2021,31,F,Secondary,2,Crowdfunding,346743993,2485876390,2575928268,612786435,Success,Increased,6
50000000,NYANZA,Real Estate Activities,JOINT VENTURE,2022,38,F,PhD,7,Bank Loan,0,1398459481,694761903,1655932471,Success,Increased,5
7371729,MUSANZE,"Water Supply, Gas And Remediation Services",COOPERATIVE,2022,31,M,Secondary,2,Bank Loan,0,10567600,21536005,15470858,Success,Increased,4
47198716,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,28,F,Master's Degree,0,Family/Friends,119690454,57518707,42436146,72880352,Success,Decreased,5
