business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees,employment_2021,employment_2022,employment_2023,employment_2024,employment_growth
21472155,RULINDO,Activities Of Extraterritorial Organizations And Bodies,PRIVATE CORPORATION,2021,23,F,Bachelor's Degree,0,Bank Loan,65406457,170447140,91548493,75774760,Success,Increased,3,3,4,4,4,Increased
384332,GATSIBO,Administrative And Support Service Activities,INDIVIDUAL,2021,35,F,Bachelor's Degree,2,Family/Friends,697915,362425,817348,919698,Success,Increased,1,1,1,1,1,Stable
1089992,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,56,M,Secondary,1,Personal Savings,0,9320680,18098690,4961525,Fail,Decreased,1,0,1,1,1,Stable
357748,NYABIHU,"Professional, Scientific And Technical Activities",INDIVIDUAL,2021,55,M,Primary,3,Crowdfunding,1010233,763797,334482,763621,Fail,Decreased,1,1,1,1,1,Stable
293235,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,25,F,Secondary,1,Microfinance,0,82600,792800,1139500,Fail,Increased,1,0,1,1,1,Stable
2965849,GATSIBO,"Agriculture, Forestry And Fishing",COOPERATIVE,2021,52,F,Secondary,2,Inheritance,4094612,17054725,8378043,11529541,Fail,Increased,2,2,2,1,1,Decreased
15516362,BUGESERA,Accommodation And Food Service Activities,INDIVIDUAL,2022,22,M,Primary,0,Inheritance,0,32744991,21265583,23616416,Success,Decreased,2,0,2,2,2,Stable
5205208,KIREHE,Transportation And Storage,INDIVIDUAL,2021,33,F,Secondary,2,Personal Savings,13325732,4502212,6094087,12557810,Fail,Decreased,2,2,2,1,1,Decreased
50000,NGOMA,Financial And Insurance Activities,INDIVIDUAL,2022,39,F,Secondary,7,Bank Loan,229519,267858,312602,364820,Success,Increased,3,0,3,3,3,Stable
50000000,RWAMAGANA,Construction,PRIVATE CORPORATION,2021,29,M,Bachelor's Degree,5,Inheritance,154194214,523732431,161958953,349530023,Success,Increased,3,3,4,4,4,Increased
50000,GASABO,Other Service Activities,INDIVIDUAL,2021,32,F,Bachelor's Degree,2,Family/Friends,516717,500000,14501,97000,Success,Decreased,1,1,1,1,1,Stable
50000000,GICUMBI,Accommodation And Food Service Activities,INDIVIDUAL,2021,57,M,Primary,5,Crowdfunding,90251998,58422831,70123076,79284469,Success,Decreased,3,3,3,3,3,Stable
50000000,BURERA,Mining And Quarrying,JOINT VENTURE,2021,50,F,Vocational/Technical,1,Venture Capital,696146012,330189655,2038183235,1219017550,Success,Increased,15,15,18,21,23,Increased
201932,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,22,F,Diploma,6,Family/Friends,423523,494538,577460,674286,Success,Increased,1,0,1,1,1,Stable
16315672,RUHANGO,"Water Supply, Gas And Remediation Services",COOPERATIVE,2022,54,M,Secondary,5,Government Grant,0,25639457,32025562,29630523,Success,Increased,6,0,6,7,7,Increased
631287,GATSIBO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2021,37,F,Primary,6,Personal Savings,1530023,1752954,2008367,2300995,Success,Increased,1,1,1,1,1,Stable
50000,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,44,M,Diploma,3,Personal Savings,157382,185611,218904,258169,Success,Increased,2,2,2,2,2,Stable
171479,RWAMAGANA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2021,29,F,Secondary,1,Personal Savings,175405,178509,181668,184883,Fail,Stable,5,5,4,3,2,Decreased
50000000,NYANZA,Education,PRIVATE CORPORATION,2022,47,M,Bachelor's Degree,4,Foreign Investment,0,154833765,401472721,148845481,Success,Decreased,13,0,13,12,10,Decreased
452754,NYARUGENGE,Manufacturing,PRIVATE CORPORATION,2022,36,F,Secondary,12,Personal Savings,386115,378503,371041,363726,Fail,Stable,3,0,3,2,2,Decreased
260675,GASABO,Other Service Activities,PARTNERSHIP,2021,65,F,Secondary,16,Government Grant,1011803,1218904,1468396,1768955,Success,Increased,2,2,2,2,2,Stable
2427598,KICUKIRO,"Electricity, Gas And Air Conditioning Supply",INDIVIDUAL,2022,51,M,PhD,0,Bank Loan,0,22497700,25978010,28886712,Fail,Increased,2,0,2,1,1,Decreased
1674363,NGORORERO,Financial And Insurance Activities,INDIVIDUAL,2022,36,M,Bachelor's Degree,4,Family/Friends,4979254,4266643,3656018,3132783,Fail,Decreased,11,0,11,8,6,Decreased
14425913,RWAMAGANA,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,45,M,Secondary,2,Bank Loan,40637992,29547607,16744656,39218342,Success,Decreased,5,5,5,4,3,Decreased
467190,KARONGI,Other Service Activities,PRIVATE CORPORATION,2021,26,F,Secondary,2,Bank Loan,213595,213702,213809,213916,Success,Stable,2,2,2,1,1,Decreased
11156373,MUSANZE,Accommodation And Food Service Activities,JOINT VENTURE,2022,37,F,Secondary,0,Crowdfunding,0,10446026,11079524,31441907,Fail,Increased,1,0,1,1,1,Stable
1672550,NYARUGENGE,Public Administration And Defence; Compulsory Social Security,INDIVIDUAL,2021,45,M,Bachelor's Degree,4,Microfinance,5136537,686652,1252675,2199683,Fail,Decreased,1,1,1,1,1,Stable
1423258,KAMONYI,Transportation And Storage,INDIVIDUAL,2022,51,M,Primary,7,Bank Loan,0,4049902,2119915,3684156,Success,Decreased,1,0,1,1,1,Stable
6731412,NGORORERO,Transportation And Storage,INDIVIDUAL,2022,44,M,PhD,5,Venture Capital,0,43391380,22725636,25935751,Success,Decreased,2,0,2,2,2,Stable
21921017,MUSANZE,"Professional, Scientific And Technical Activities",COOPERATIVE,2022,36,M,Bachelor's Degree,1,Crowdfunding,0,81189494,29916909,32950542,Success,Decreased,5,0,5,5,4,Decreased
2545730,MUHANGA,Activities of Mobile Money Agents,COOPERATIVE,2022,23,F,Secondary,4,Microfinance,11151876,12800232,14692231,16863886,Success,Increased,2,0,2,2,2,Stable
18551444,RULINDO,Construction,INDIVIDUAL,2022,39,M,PhD,4,Venture Capital,0,5866698,12322236,22886320,Success,Increased,3,0,3,3,4,Increased
1759751,MUHANGA,Transportation And Storage,INDIVIDUAL,2022,52,M,PhD,3,Microfinance,0,2070384,1022601,2683786,Fail,Increased,4,0,4,3,2,Decreased
158527,NYAMASHEKE,Financial And Insurance Activities,INDIVIDUAL,2021,21,M,Primary,2,Personal Savings,96587847,82291579,105482780,231700,Fail,Decreased,1,1,1,1,1,Stable
1507831,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,37,F,Diploma,10,Personal Savings,9040183,11185574,13840104,17124600,Success,Increased,3,0,3,3,3,Stable
1669293,RUSIZI,"Arts, Entertainment And Recreation",INDIVIDUAL,2021,34,M,Master's Degree,0,Foreign Investment,14492583,13703132,36311543,3195000,Success,Decreased,6,6,5,4,3,Decreased
8646071,BURERA,Unclassified,JOINT VENTURE,2021,31,M,Master's Degree,0,Inheritance,14915335,10512252,5757199,25770806,Success,Increased,4,4,4,4,4,Stable
1076885,NYARUGURU,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,34,M,Bachelor's Degree,5,Crowdfunding,3857053,3761004,1707308,2898111,Success,Decreased,4,4,4,4,3,Decreased
1729135,KIREHE,"Agriculture, Forestry And Fishing",JOINT VENTURE,2021,38,F,Bachelor's Degree,4,Inheritance,1243313,2932176,3830002,4456552,Fail,Increased,3,3,2,2,1,Decreased
438797,NYARUGENGE,Other Service Activities,LIMITED LIABILITY COMPANY,2022,67,F,None,15,Family/Friends,815673,1015178,1263480,1572514,Success,Increased,1,0,1,1,1,Stable
8767375,KIREHE,Human Health And Social Work Activities,INDIVIDUAL,2022,55,M,Vocational/Technical,4,Business Partner,0,23169495,38154821,71473706,Success,Increased,3,0,3,4,4,Increased
51771,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,46,M,Master's Degree,3,Business Partner,0,1600671,1740470,194401,Fail,Decreased,2,0,2,1,1,Decreased
318924,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,37,F,Primary,2,Personal Savings,1548175,1878394,2279048,2765160,Success,Increased,3,0,3,3,3,Stable
2061044,NYARUGENGE,Construction,LIMITED LIABILITY COMPANY,2022,48,F,Diploma,7,Family/Friends,0,43929437,42172260,42172260,Success,Stable,1,0,1,1,1,Stable
24792554,KAYONZA,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2021,54,F,Master's Degree,3,Microfinance,35188945,38707840,49933113,56424418,Success,Increased,4,4,6,7,8,Increased
24318159,GATSIBO,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2021,52,M,Master's Degree,13,Family/Friends,20255858,20255858,19648182,20041146,Success,Stable,6,6,8,9,9,Increased
35540290,HUYE,Manufacturing,LIMITED LIABILITY COMPANY,2022,57,F,Diploma,9,Personal Savings,0,36198963,47420642,57853183,Success,Increased,1,0,1,1,2,Increased
29980398,KAYONZA,Information And Communication,JOINT VENTURE,2021,49,F,Bachelor's Degree,10,Microfinance,44062436,53315548,67177590,84643763,Success,Increased,5,5,5,6,7,Increased
9385389,BUGESERA,Construction,LIMITED LIABILITY COMPANY,2022,53,M,Master's Degree,10,Foreign Investment,0,47261637,38754542,21314998,Success,Decreased,7,0,7,8,8,Increased
5040132,HUYE,Education,JOINT VENTURE,2021,35,M,Diploma,13,Bank Loan,7046661,9794859,12929214,16161517,Success,Increased,5,5,5,6,7,Increased
35603544,BUGESERA,Manufacturing,COOPERATIVE,2022,41,F,Diploma,3,Bank Loan,0,25337964,31672455,39273844,Success,Increased,7,0,7,7,8,Increased
5424315,HUYE,Information And Communication,PRIVATE CORPORATION,2022,61,F,Vocational/Technical,12,Microfinance,0,3989038,4068819,4231572,Success,Stable,5,0,5,5,6,Increased
11339875,BUGESERA,Manufacturing,PRIVATE CORPORATION,2022,28,M,Master's Degree,18,Government Grant,0,25297120,25803062,26319124,Success,Stable,11,0,11,11,12,Stable
46292594,NYANZA,Manufacturing,LIMITED LIABILITY COMPANY,2021,35,M,Master's Degree,19,Personal Savings,6160701,7885697,10724548,11260776,Success,Increased,2,2,3,3,4,Increased
49204187,BUGESERA,Education,JOINT VENTURE,2022,55,F,Master's Degree,6,Bank Loan,0,19417945,21553919,27157938,Success,Increased,6,0,6,7,7,Increased
45742418,KICUKIRO,Financial And Insurance Activities,JOINT VENTURE,2021,58,F,Diploma,2,Government Grant,20764835,19934242,19136872,18371397,Success,Stable,6,6,8,8,8,Increased
9537147,NYARUGENGE,Construction,LIMITED LIABILITY COMPANY,2022,53,F,Vocational/Technical,19,Family/Friends,0,27105920,20058381,15244369,Success,Decreased,4,0,4,4,4,Stable
41524858,RUHANGO,Manufacturing,COOPERATIVE,2022,57,M,Master's Degree,5,Personal Savings,0,18259944,14425356,9376481,Success,Decreased,2,0,2,3,4,Increased
44386125,NYANZA,Education,LIMITED LIABILITY COMPANY,2021,33,M,Vocational/Technical,14,Foreign Investment,49119887,71715035,88209493,105851392,Success,Increased,6,6,7,7,8,Increased
32755608,BUGESERA,Information And Communication,PRIVATE CORPORATION,2021,37,F,Bachelor's Degree,10,Foreign Investment,8483433,6956415,4869491,3944287,Success,Decreased,3,3,5,6,6,Increased
26666045,RUHANGO,Education,LIMITED LIABILITY COMPANY,2022,25,M,Master's Degree,7,Foreign Investment,0,32231838,41901389,52376737,Success,Increased,2,0,2,2,3,Increased
27109098,MUHANGA,Manufacturing,LIMITED LIABILITY COMPANY,2022,29,F,Diploma,13,Government Grant,0,7843898,8314532,8813404,Success,Increased,5,0,5,6,6,Increased
25122474,BUGESERA,Information And Communication,LIMITED LIABILITY COMPANY,2021,56,M,Diploma,10,Microfinance,31201559,25897294,22012700,12987493,Success,Decreased,1,1,3,3,4,Increased
30186135,NYANZA,Education,COOPERATIVE,2022,28,F,Bachelor's Degree,7,Government Grant,0,24091515,31559885,33769077,Success,Increased,4,0,4,5,5,Increased
29852279,RUHANGO,Education,LIMITED LIABILITY COMPANY,2022,42,M,Diploma,2,Family/Friends,0,42563595,52353222,65441527,Success,Increased,3,0,3,4,5,Increased
28002262,GATSIBO,Financial And Insurance Activities,JOINT VENTURE,2021,32,F,Bachelor's Degree,3,Microfinance,19351242,21479879,24916659,30398324,Success,Increased,1,1,2,2,2,Increased
14754030,KICUKIRO,Financial And Insurance Activities,PRIVATE CORPORATION,2022,28,M,Diploma,2,Microfinance,0,14661688,15101539,15101539,Success,Stable,11,0,11,11,11,Stable
1551492,MUHANGA,Information And Communication,COOPERATIVE,2022,42,M,Master's Degree,14,Foreign Investment,0,10759819,14418157,17157607,Success,Increased,4,0,4,5,5,Increased
49064368,HUYE,Construction,PRIVATE CORPORATION,2022,26,F,Master's Degree,3,Government Grant,0,27618913,30104615,35523446,Success,Increased,3,0,3,4,4,Increased
15620308,KAYONZA,Construction,JOINT VENTURE,2021,39,F,Master's Degree,1,Government Grant,13848128,17587123,21983903,27699718,Success,Increased,3,3,4,5,6,Increased
555621,MUHANGA,Construction,PRIVATE CORPORATION,2021,63,M,Diploma,8,Personal Savings,31818300,43909254,58399308,73583128,Success,Increased,4,4,6,7,8,Increased
44380179,KAYONZA,Construction,COOPERATIVE,2021,41,F,Bachelor's Degree,7,Government Grant,49884877,59363004,71829234,89786543,Success,Increased,4,4,6,6,7,Increased
11705435,RUHANGO,Information And Communication,LIMITED LIABILITY COMPANY,2022,28,M,Diploma,8,Bank Loan,0,14662124,15688473,20238130,Success,Increased,2,0,2,2,2,Stable
5260344,KAYONZA,Information And Communication,JOINT VENTURE,2021,58,F,Bachelor's Degree,12,Foreign Investment,5538040,7753256,9614037,12402108,Success,Increased,5,5,5,6,7,Increased
31455914,KICUKIRO,Construction,COOPERATIVE,2021,52,F,Diploma,0,Microfinance,39889908,51457981,59691258,63869646,Success,Increased,7,7,7,8,9,Increased
7853148,BUGESERA,Manufacturing,COOPERATIVE,2022,62,F,Bachelor's Degree,14,Personal Savings,0,39487603,43041487,54662689,Success,Increased,3,0,3,3,3,Stable
13158406,GASABO,Financial And Insurance Activities,COOPERATIVE,2022,61,M,Diploma,14,Microfinance,0,13257250,13787540,13649665,Success,Stable,4,0,4,4,5,Increased
18121275,NYANZA,Construction,PRIVATE CORPORATION,2021,39,M,Master's Degree,8,Government Grant,7169621,8890330,9423750,9894937,Success,Increased,7,7,7,8,9,Increased
48464939,NYARUGENGE,Financial And Insurance Activities,PRIVATE CORPORATION,2021,53,F,Vocational/Technical,13,Microfinance,37720449,36966040,36596380,36596380,Success,Stable,9,9,9,9,10,Increased
26921345,RUHANGO,Information And Communication,COOPERATIVE,2021,57,M,Vocational/Technical,9,Microfinance,12904716,14582329,19831968,21220205,Success,Increased,1,1,1,1,2,Increased
35171597,GASABO,Information And Communication,JOINT VENTURE,2022,59,F,Master's Degree,15,Microfinance,0,42967771,56287780,69233969,Success,Increased,2,0,2,3,3,Increased
36299569,RUHANGO,Information And Communication,JOINT VENTURE,2021,51,M,Vocational/Technical,6,Microfinance,41924187,32281624,20660239,17354601,Success,Decreased,6,6,6,6,6,Stable
46969801,NYANZA,Information And Communication,PRIVATE CORPORATION,2021,38,F,Master's Degree,18,Microfinance,28001439,37521928,49904165,59884998,Success,Increased,10,10,11,12,13,Increased
29312910,KAYONZA,Education,LIMITED LIABILITY COMPANY,2022,38,F,Vocational/Technical,16,Bank Loan,0,11783188,14257657,16111153,Success,Increased,1,0,1,2,3,Increased
48948437,HUYE,Education,JOINT VENTURE,2022,38,M,Diploma,17,Family/Friends,0,49197705,61005154,73206185,Success,Increased,6,0,6,6,7,Increased
25743347,GATSIBO,Financial And Insurance Activities,COOPERATIVE,2022,62,F,Diploma,7,Bank Loan,0,37480326,50223637,64788492,Success,Increased,2,0,2,3,3,Increased
45640214,NYARUGENGE,Construction,JOINT VENTURE,2021,64,F,Vocational/Technical,0,Bank Loan,17526817,22434326,26023818,30447867,Success,Increased,3,3,4,5,5,Increased
13436549,GATSIBO,Manufacturing,COOPERATIVE,2021,33,M,Vocational/Technical,3,Family/Friends,10710731,12103126,16823345,18337446,Success,Increased,4,4,5,6,6,Increased
2310349,RUHANGO,Manufacturing,LIMITED LIABILITY COMPANY,2022,27,F,Bachelor's Degree,3,Family/Friends,0,43856788,51312442,60548682,Success,Increased,7,0,7,7,8,Increased
1935516,MUHANGA,Information And Communication,PRIVATE CORPORATION,2021,26,M,Diploma,14,Foreign Investment,45504507,62341175,74809410,92763668,Success,Increased,7,7,7,8,8,Increased
36559031,GASABO,Manufacturing,COOPERATIVE,2022,64,M,Diploma,17,Personal Savings,0,16393713,18033084,20738047,Success,Increased,4,0,4,5,6,Increased
30051488,HUYE,Construction,JOINT VENTURE,2022,57,M,Bachelor's Degree,11,Bank Loan,0,17229204,13094195,8904053,Success,Decreased,4,0,4,4,5,Increased
34216159,KAYONZA,Construction,LIMITED LIABILITY COMPANY,2022,54,M,Vocational/Technical,12,Family/Friends,0,37826100,45391320,48114799,Success,Increased,2,0,2,3,4,Increased
26211136,BUGESERA,Construction,JOINT VENTURE,2022,36,F,Vocational/Technical,2,Personal Savings,0,27784649,20282794,14806439,Success,Decreased,5,0,5,5,5,Stable
44153961,NYANZA,Construction,JOINT VENTURE,2022,37,M,Bachelor's Degree,14,Microfinance,0,48162887,51052660,60752666,Success,Increased,7,0,7,7,7,Stable
15029362,GASABO,Information And Communication,COOPERATIVE,2022,25,F,Bachelor's Degree,11,Family/Friends,0,24586871,24341002,24341002,Success,Stable,3,0,3,3,4,Increased
38790071,KICUKIRO,Construction,JOINT VENTURE,2022,37,F,Master's Degree,5,Foreign Investment,0,2208482,2606009,3309631,Success,Increased,2,0,2,3,3,Increased
2558420,GATSIBO,Manufacturing,COOPERATIVE,2021,49,M,Bachelor's Degree,0,Personal Savings,41168600,28818020,24207137,18155353,Success,Decreased,2,2,4,5,5,Increased
17522309,RUHANGO,Information And Communication,LIMITED LIABILITY COMPANY,2021,42,M,Diploma,14,Foreign Investment,48154650,62601045,83885400,99823626,Success,Increased,4,4,6,7,8,Increased
28425987,GASABO,Manufacturing,PRIVATE CORPORATION,2022,42,M,Diploma,4,Microfinance,0,15855257,20294729,23541886,Success,Increased,11,0,11,11,11,Stable
16779365,NYANZA,Information And Communication,COOPERATIVE,2022,46,M,Vocational/Technical,8,Foreign Investment,0,46969216,63408442,69115201,Success,Increased,4,0,4,4,5,Increased
16661245,RUHANGO,Information And Communication,PRIVATE CORPORATION,2022,42,F,Vocational/Technical,19,Personal Savings,0,47215559,50520648,59614365,Success,Increased,11,0,11,11,11,Stable
7034865,BUGESERA,Construction,PRIVATE CORPORATION,2022,37,F,Diploma,14,Personal Savings,0,38242648,52774854,56996843,Success,Increased,5,0,5,5,5,Stable
36158364,RUHANGO,Information And Communication,JOINT VENTURE,2021,60,M,Diploma,16,Foreign Investment,28292289,29423981,28541261,29682912,Success,Stable,7,7,8,8,8,Increased
47483405,HUYE,Information And Communication,PRIVATE CORPORATION,2022,46,M,Bachelor's Degree,0,Bank Loan,0,38239431,49328866,60674505,Success,Increased,4,0,4,4,4,Stable
4556638,GATSIBO,Financial And Insurance Activities,COOPERATIVE,2021,34,F,Bachelor's Degree,18,Family/Friends,46633184,64353794,74650401,90326985,Success,Increased,2,2,4,5,5,Increased
13727414,GASABO,Financial And Insurance Activities,PRIVATE CORPORATION,2022,57,F,Diploma,2,Foreign Investment,0,33137581,21539428,12492868,Success,Decreased,9,0,9,9,9,Stable
41878748,NYARUGENGE,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2022,33,F,Vocational/Technical,16,Government Grant,0,14048728,17420423,21427120,Success,Increased,2,0,2,2,3,Increased
37033619,GASABO,Financial And Insurance Activities,COOPERATIVE,2021,33,M,Vocational/Technical,18,Foreign Investment,39909470,32326671,24568270,14003914,Success,Decreased,3,3,4,5,5,Increased
9798576,NYARUGENGE,Information And Communication,COOPERATIVE,2022,52,F,Master's Degree,3,Government Grant,0,17137997,22964916,28706145,Success,Increased,5,0,5,6,6,Increased
46441413,HUYE,Construction,JOINT VENTURE,2021,53,M,Diploma,13,Foreign Investment,41195364,35016059,25911884,13992417,Success,Decreased,3,3,4,5,6,Increased
6950403,BUGESERA,Construction,PRIVATE CORPORATION,2022,62,F,Diploma,18,Foreign Investment,0,34754963,39620658,50714442,Success,Increased,2,0,2,2,3,Increased
13274063,NYARUGENGE,Financial And Insurance Activities,JOINT VENTURE,2022,48,M,Vocational/Technical,7,Family/Friends,0,11346782,15545091,18343208,Success,Increased,5,0,5,5,6,Increased
11597370,KICUKIRO,Construction,COOPERATIVE,2022,31,M,Vocational/Technical,5,Personal Savings,0,11372016,15807102,16597457,Success,Increased,1,0,1,2,2,Increased
20943274,KAYONZA,Information And Communication,PRIVATE CORPORATION,2022,33,F,Bachelor's Degree,16,Bank Loan,0,1835680,1743896,1709018,Success,Stable,4,0,4,5,6,Increased
27242128,GATSIBO,Financial And Insurance Activities,PRIVATE CORPORATION,2022,35,M,Vocational/Technical,12,Bank Loan,0,401431,517846,668021,Success,Increased,10,0,10,11,12,Increased
4132632,GATSIBO,Information And Communication,PRIVATE CORPORATION,2022,64,M,Vocational/Technical,6,Foreign Investment,0,8835565,9719122,10885416,Success,Increased,6,0,6,7,7,Increased
